0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Label
0.36224281787872314,0.3678170442581177,0.4398343563079834,0.24469180405139923,0.24786198139190674,0.33561646938323975,0.3646187484264374,0.4356837570667267,0.295985609292984,0.31508031487464905,0.4070083498954773,0.38510069251060486,15.986115590706197,15.098203274574104,18.45414938665872,18.362242578880277,18.91743083195899,17.18981618487943,39.65506588723439,0.02654770405843661,0.01822476765292415,0.004864671831548148,-0.016634641637289803,0.009777077000064327,-0.004213120548842521,0.08304482066898686,blues
0.46004030108451843,0.3501824736595154,0.3208068311214447,0.2114715725183487,0.2007884532213211,0.33079418540000916,0.3973788022994995,0.5603549480438232,0.3841792345046997,0.2553257644176483,0.28477612137794495,0.33409371972084045,15.98493821278634,17.05962994627363,19.13378648733542,19.188013069524594,18.326915365448738,17.505238909540726,37.50887830360719,0.03559995404927231,0.08444512297537612,0.04146356070061235,0.00797033195123796,0.02062848130439939,-0.013831145640776638,0.05603980870552978,blues
0.272900253534317,0.1959526389837265,0.3151654303073883,0.40798622369766235,0.5468201637268066,0.32169869542121887,0.3046570122241974,0.2884035110473633,0.3341522514820099,0.4018186926841736,0.3843894600868225,0.5885082483291626,26.345502760033014,14.191881671238614,17.701924085451928,19.419605066253087,20.34266471335879,18.311059080993836,39.02640651459035,0.12009990614023455,-0.06507467095327783,0.06609287355253603,0.04372571089664398,0.00016981455539139337,-0.019679657687423698,0.07629120746326373,blues
0.34137162566185,0.4086236357688904,0.5243191123008728,0.5470128655433655,0.657075047492981,0.5115236043930054,0.3555535674095154,0.25161316990852356,0.2462705373764038,0.3151112198829651,0.31657925248146057,0.3831988275051117,29.784038268060694,14.766042550882426,17.23854977119053,18.63406551171656,18.49061298164912,16.78712292540643,34.26491572502787,0.10202878169873913,-0.06180685025070874,0.08682204129452371,0.07473692373348843,-0.005000890489073842,-0.03680273641854502,0.03330886262567672,blues
0.19260479509830475,0.3172664940357208,0.3920220732688904,0.2558269798755646,0.1926635056734085,0.5302209258079529,0.2537793815135956,0.13912144303321838,0.2764243185520172,0.3243264853954315,0.5551238656044006,0.27293071150779724,17.055249295370626,15.6936007797972,19.132496461454213,20.52227609682024,20.784787536906194,19.71064005420643,37.31827596251832,-0.00524770627156271,0.060672653810446515,-0.15857770480359606,-0.010759201194668102,0.017169666874218267,-0.02894390212791148,0.10146053871809745,blues
0.2383226454257965,0.30023738741874695,0.6171865463256836,0.23574118316173553,0.1239870935678482,0.24376831948757172,0.27965158224105835,0.41129270195961,0.24398580193519592,0.2855333983898163,0.28433674573898315,0.36621904373168945,17.470207040255016,19.56125479506131,21.289941931736543,21.34446600656967,20.7804386186352,19.40411528556861,37.94788487254802,0.11118024750433178,0.08292870940916967,0.028733432707459577,-0.14639804669355505,-0.007358792679579187,-0.038303907199496945,0.09404153373936582,blues
0.4255133271217346,0.22324328124523163,0.1313476264476776,0.1525973677635193,0.24195808172225952,0.49116945266723633,0.24550846219062805,0.16911277174949646,0.2883557379245758,0.4618445336818695,0.3592756986618042,0.3071861267089844,24.755079941459126,21.066654197073884,22.20553423488996,21.25944816397701,21.652819319615208,20.144286156209507,32.86422788603649,-0.03935048626045721,0.10157564232738424,-0.12523497601687247,0.08680499884590195,-0.04433996823510197,0.0038432007853038126,0.07305223740815932,blues
0.2593570351600647,0.26412150263786316,0.3253580927848816,0.21773892641067505,0.215277299284935,0.2957618832588196,0.19005171954631805,0.18074940145015717,0.26434093713760376,0.39047354459762573,0.6486374735832214,0.4365910291671753,20.203992595266143,20.094493223894407,20.707093876758826,19.630546748394632,20.709945314707575,19.603038080905876,36.09972120634704,0.010172217782143504,0.03769169289595417,-0.12940826446137757,-0.0120939073683693,0.030511115981107933,-0.003206025814811814,0.061442246108855375,blues
0.31967514753341675,0.304487019777298,0.3666154742240906,0.4221329391002655,0.5238111615180969,0.4511190950870514,0.49344274401664734,0.35275283455848694,0.38013842701911926,0.4617058336734772,0.36635950207710266,0.46471473574638367,29.493068001187208,15.135638491891607,17.019361895805968,17.030466569485743,19.696111635689523,17.624290924122235,40.60499045345829,0.08566809241095184,-0.007650397136029705,0.02588048182018751,0.07042347080933539,-0.012808171562887997,-0.019046327077775715,0.06402488761600927,blues
0.2482471615076065,0.27315452694892883,0.48851239681243896,0.26800498366355896,0.17971843481063843,0.2677253186702728,0.22258572280406952,0.41535109281539917,0.2726886570453644,0.18117544054985046,0.2299007922410965,0.24054768681526184,14.334424622044025,17.636703785511823,21.930637201839986,20.23588948543231,18.56280250828447,18.905217873570493,36.490663266735886,0.07890590225677674,0.09116606133354453,0.018371031907720423,-0.016988132061827393,-0.006768630195861877,-0.052656222739143825,0.07917482356921887,blues
0.4620903730392456,0.17099185287952423,0.19255667924880981,0.37835654616355896,0.3539493978023529,0.4592571556568146,0.27628475427627563,0.32396185398101807,0.1876537948846817,0.20239779353141785,0.32359978556632996,0.31653860211372375,16.172318638421174,16.378773828257987,21.303860770482792,21.594250072150814,18.676487885402132,17.765835115921483,35.72235552806889,-0.03743059912359884,0.08402090432992144,0.012897145284709869,0.030113926186886603,-0.008619401594914302,0.0013650426722498581,0.06295882576856149,blues
0.2483403980731964,0.230317160487175,0.30519622564315796,0.4141206443309784,0.6587240695953369,0.5417940020561218,0.3526597023010254,0.34855934977531433,0.3455048203468323,0.34785598516464233,0.27667346596717834,0.3209025263786316,27.473330845500048,16.88245596752911,17.70137483423136,17.876979850766336,17.398567742132464,16.09132859590975,32.16006630406607,0.1320245504643887,-0.09256996225955766,0.09647927404008938,0.156630173619413,0.05567480259524726,-0.04178465824258747,0.043930584759280744,blues
0.30373913049697876,0.16060714423656464,0.21950650215148926,0.20335963368415833,0.19669215381145477,0.26667141914367676,0.30215808749198914,0.1577230989933014,0.18236224353313446,0.2133905589580536,0.3753589391708374,0.6504871845245361,16.891745866018343,18.892336913551592,21.02154166352282,20.096252458415716,21.639422562721805,22.8065312154158,33.53688930078872,0.045176120354531564,-0.13656427642509178,0.08724083245803196,-0.049314513543227495,-0.07121435889878361,-0.007046101409913135,0.06909500676720805,blues
0.1276945173740387,0.14224939048290253,0.17113937437534332,0.14699557423591614,0.18999651074409485,0.2321002185344696,0.1563587784767151,0.21675123274326324,0.3452763259410858,0.3849097490310669,0.6917693614959717,0.3736831247806549,17.056543738633085,18.544415628617582,21.598669928752088,18.85584222597563,19.588296979001115,19.254894825591755,34.973038265582524,-0.07801381983104576,0.012929845817831253,-0.003634420544779537,-0.11009923412485452,-0.0060589285143597335,-0.04641872521256487,0.0514017032820959,blues
0.2959798276424408,0.31584709882736206,0.2945961654186249,0.23986488580703735,0.29456353187561035,0.31403106451034546,0.23693254590034485,0.23518000543117523,0.28398793935775757,0.37791845202445984,0.6206915378570557,0.4371238648891449,17.679678171926692,19.68280493266685,23.630863992471546,19.516010652917426,20.491167527525157,19.446793890559704,30.89139048862877,0.03303564426324245,-0.002481373591283826,0.021925376905366036,-0.0523774968366566,-0.04723378011563239,-0.024083254237969715,0.045036675850734724,blues
0.2700388729572296,0.16510166227817535,0.24188987910747528,0.24282659590244293,0.28292664885520935,0.29346129298210144,0.26243212819099426,0.17003126442432404,0.19486086070537567,0.24148696660995483,0.3523685932159424,0.5193532109260559,16.85476613004616,18.555580637243253,20.963658372571356,19.73258461448481,20.291070818698277,20.022597216869592,33.09451084926751,-0.0007189176296179049,-0.050162935538308334,0.02165521818450104,-0.02491948606370053,-0.020279566360571048,-0.019195972953340336,0.06370125495456304,blues
